recommended_titles,# movies
"['Matrix, The (1999)', 'Fight Club (1999)', 'Usual Suspects, The (1995)', 'Independence Day (a.k.a. ID4) (1996)', 'Fugitive, The (1993)', 'Batman (1989)', 'Fargo (1996)', 'Twelve Monkeys (a.k.a. 12 Monkeys) (1995)', 'Speed (1994)', 'Mission: Impossible (1996)']",22
"['Braveheart (1995)', 'Apollo 13 (1995)', 'Saving Private Ryan (1998)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",35
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Toy Story (1995)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",20
"['Forrest Gump (1994)', 'Braveheart (1995)', 'Fight Club (1999)', 'Godfather, The (1972)', 'Lord of the Rings: The Return of the King, The (2003)', 'Lion King, The (1994)']",187
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Godfather, The (1972)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)']",32
"['Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",35
"[""Schindler's List (1993)"", 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Lord of the Rings: The Return of the King, The (2003)']",230
"['Braveheart (1995)', 'Fight Club (1999)', 'Lord of the Rings: The Return of the King, The (2003)', 'Lion King, The (1994)']",363
"['Fargo (1996)', 'True Lies (1994)', 'Groundhog Day (1993)']",334
"['Aladdin (1992)', 'Fargo (1996)', 'Shrek (2001)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)']",110
"[""Schindler's List (1993)"", 'Lord of the Rings: The Return of the King, The (2003)', 'Lion King, The (1994)', 'Gladiator (2000)']",403
"['Star Wars: Episode IV - A New Hope (1977)', 'Jurassic Park (1993)', 'Terminator 2: Judgment Day (1991)', 'Fight Club (1999)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Independence Day (a.k.a. ID4) (1996)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Batman (1989)', 'Saving Private Ryan (1998)', 'True Lies (1994)', 'Speed (1994)']",45
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Braveheart (1995)', 'Apollo 13 (1995)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",83
"['Jurassic Park (1993)', 'Toy Story (1995)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Independence Day (a.k.a. ID4) (1996)', 'Apollo 13 (1995)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Lord of the Rings: The Two Towers, The (2002)', 'Aladdin (1992)', 'True Lies (1994)', 'Lion King, The (1994)', 'Back to the Future (1985)']",27
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",25
"['Pulp Fiction (1994)', 'Silence of the Lambs, The (1991)', 'Matrix, The (1999)', 'Jurassic Park (1993)', 'Fight Club (1999)', 'Usual Suspects, The (1995)', 'Seven (a.k.a. Se7en) (1995)', 'Independence Day (a.k.a. ID4) (1996)', 'Fugitive, The (1993)', 'Batman (1989)', 'Fargo (1996)', 'True Lies (1994)', 'Twelve Monkeys (a.k.a. 12 Monkeys) (1995)', 'Speed (1994)', 'Mission: Impossible (1996)']",20
"['Star Wars: Episode IV - A New Hope (1977)', 'Jurassic Park (1993)', 'Fight Club (1999)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Independence Day (a.k.a. ID4) (1996)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Batman (1989)', 'Lord of the Rings: The Return of the King, The (2003)', 'Speed (1994)']",26
"['Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Fargo (1996)', 'Lion King, The (1994)']",35
"['Jurassic Park (1993)', 'Toy Story (1995)', 'Independence Day (a.k.a. ID4) (1996)', 'Apollo 13 (1995)', 'Aladdin (1992)', 'True Lies (1994)', 'Lion King, The (1994)']",138
"['Jurassic Park (1993)', 'Braveheart (1995)', 'Terminator 2: Judgment Day (1991)', 'Independence Day (a.k.a. ID4) (1996)', 'Batman (1989)', 'True Lies (1994)', 'Speed (1994)']",89
"['Braveheart (1995)', 'Batman (1989)', 'True Lies (1994)', 'Speed (1994)']",248
"['Matrix, The (1999)', 'Star Wars: Episode IV - A New Hope (1977)', 'Jurassic Park (1993)', 'Braveheart (1995)', 'Fight Club (1999)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Independence Day (a.k.a. ID4) (1996)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Batman (1989)', 'Saving Private Ryan (1998)', 'True Lies (1994)', 'Speed (1994)']",84
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",22
"['Braveheart (1995)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Lion King, The (1994)', 'Gladiator (2000)']",98
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Fargo (1996)', 'True Lies (1994)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)']",164
"['Aladdin (1992)', 'Shrek (2001)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Princess Bride, The (1987)']",613
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Toy Story (1995)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",26
['Braveheart (1995)'],528
"['Braveheart (1995)', 'Batman (1989)']",207
"['Braveheart (1995)', 'Apollo 13 (1995)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Lion King, The (1994)', 'Gladiator (2000)']",331
"['Shawshank Redemption, The (1994)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)']",250
"['Forrest Gump (1994)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lion King, The (1994)', 'Gladiator (2000)']",75
"['Pulp Fiction (1994)', 'Toy Story (1995)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)']",54
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Toy Story (1995)', 'Fargo (1996)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)']",75
['True Lies (1994)'],507
"['American Beauty (1999)', 'Saving Private Ryan (1998)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",94
"['Jurassic Park (1993)', 'Braveheart (1995)', 'Terminator 2: Judgment Day (1991)', 'Fight Club (1999)', 'Independence Day (a.k.a. ID4) (1996)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Batman (1989)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'True Lies (1994)', 'Speed (1994)']",25
"['Fight Club (1999)', 'American Beauty (1999)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Gladiator (2000)']",65
"['Matrix, The (1999)', 'Star Wars: Episode IV - A New Hope (1977)', 'Jurassic Park (1993)', 'Braveheart (1995)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Saving Private Ryan (1998)']",139
"['Jurassic Park (1993)', 'Braveheart (1995)', 'Fight Club (1999)', 'Independence Day (a.k.a. ID4) (1996)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Batman (1989)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'True Lies (1994)', 'Speed (1994)']",24
"['Fargo (1996)', 'True Lies (1994)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)']",862
['Gladiator (2000)'],150
"['Independence Day (a.k.a. ID4) (1996)', 'Apollo 13 (1995)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Lord of the Rings: The Two Towers, The (2002)', 'Lord of the Rings: The Return of the King, The (2003)', 'True Lies (1994)', 'Back to the Future (1985)']",202
"['Fight Club (1999)', 'American Beauty (1999)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Gladiator (2000)']",65
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Toy Story (1995)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",30
"['Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",50
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",44
"['Batman (1989)', 'Speed (1994)']",279
"['Fargo (1996)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",128
"['Forrest Gump (1994)', 'Braveheart (1995)', 'Apollo 13 (1995)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Lion King, The (1994)', 'Gladiator (2000)']",76
"['Matrix, The (1999)', 'Jurassic Park (1993)', 'Fight Club (1999)', 'Usual Suspects, The (1995)', 'Independence Day (a.k.a. ID4) (1996)', 'Fargo (1996)', 'Speed (1994)', 'Mission: Impossible (1996)']",35
"['Matrix, The (1999)', 'Star Wars: Episode IV - A New Hope (1977)', 'Jurassic Park (1993)', 'Braveheart (1995)', 'Fight Club (1999)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Independence Day (a.k.a. ID4) (1996)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)']",36
"['Star Wars: Episode IV - A New Hope (1977)', 'Jurassic Park (1993)', 'Fight Club (1999)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Batman (1989)', 'Lord of the Rings: The Return of the King, The (2003)']",93
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",21
"['Shawshank Redemption, The (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",204
[],150
"['Jurassic Park (1993)', 'Toy Story (1995)', 'Independence Day (a.k.a. ID4) (1996)', 'Apollo 13 (1995)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Lord of the Rings: The Two Towers, The (2002)', 'Lord of the Rings: The Return of the King, The (2003)', 'Aladdin (1992)', 'True Lies (1994)', 'Lion King, The (1994)', 'Back to the Future (1985)']",51
['Batman (1989)'],1046
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",27
"['Braveheart (1995)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Lord of the Rings: The Return of the King, The (2003)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",23
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",38
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",47
"['Fargo (1996)', 'Lion King, The (1994)']",127
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Toy Story (1995)', 'Fargo (1996)', 'True Lies (1994)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",44
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Toy Story (1995)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",174
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Toy Story (1995)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",20
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Lion King, The (1994)', 'Gladiator (2000)']",25
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",29
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)']",152
"['Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",53
"['Forrest Gump (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",57
"['Fight Club (1999)', 'Godfather, The (1972)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",210
"['Star Wars: Episode IV - A New Hope (1977)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Lord of the Rings: The Return of the King, The (2003)', 'Aladdin (1992)', 'True Lies (1994)', 'Back to the Future (1985)']",56
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'Godfather, The (1972)', 'Lord of the Rings: The Return of the King, The (2003)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",163
"['Aladdin (1992)', 'True Lies (1994)', 'Shrek (2001)', 'Ace Ventura: Pet Detective (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)']",180
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Lion King, The (1994)']",57
"['Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'Apollo 13 (1995)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Lion King, The (1994)', 'Gladiator (2000)']",129
"['Pulp Fiction (1994)', 'Silence of the Lambs, The (1991)', 'Matrix, The (1999)', 'Jurassic Park (1993)', 'Fight Club (1999)', 'Usual Suspects, The (1995)', 'Seven (a.k.a. Se7en) (1995)', 'Fugitive, The (1993)', 'Batman (1989)', 'Fargo (1996)', 'True Lies (1994)', 'Speed (1994)']",29
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Aladdin (1992)', 'True Lies (1994)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",40
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",43
"['Star Wars: Episode IV - A New Hope (1977)', 'Jurassic Park (1993)', 'Braveheart (1995)', 'Fight Club (1999)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Independence Day (a.k.a. ID4) (1996)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Batman (1989)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'True Lies (1994)', 'Speed (1994)']",31
"['Forrest Gump (1994)', 'True Lies (1994)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",55
[],1346
"['Braveheart (1995)', 'Apollo 13 (1995)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)']",403
"['Pulp Fiction (1994)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",41
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",28
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Toy Story (1995)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",20
"['Batman (1989)', 'True Lies (1994)']",176
"['Pulp Fiction (1994)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Groundhog Day (1993)']",196
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Toy Story (1995)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",21
"['Braveheart (1995)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Lion King, The (1994)']",237
"['Pulp Fiction (1994)', 'Aladdin (1992)', 'True Lies (1994)', 'Back to the Future (1985)', 'Shrek (2001)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Princess Bride, The (1987)']",35
"['Toy Story (1995)', 'Fargo (1996)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",88
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",36
"['Shawshank Redemption, The (1994)', 'American Beauty (1999)', 'Godfather, The (1972)', 'Fargo (1996)']",106
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Lord of the Rings: The Return of the King, The (2003)', 'Lion King, The (1994)']",152
[],1055
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Toy Story (1995)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",24
"['Forrest Gump (1994)', 'Braveheart (1995)', 'Lord of the Rings: The Return of the King, The (2003)', 'Lion King, The (1994)', 'Gladiator (2000)']",267
